Energy (cm-1)	Intensity
500.801603206	0.0284574404359
502.805611222	0.0235807709396
504.809619238	0.0199980325997
506.813627255	0.0172717534006
508.817635271	0.0151387639344
510.821643287	0.0134321739897
512.825651303	0.012041406706
514.829659319	0.0108905127272
516.833667335	0.00992571283132
518.837675351	0.00910792406648
520.841683367	0.00840810965747
522.845691383	0.00780424894765
524.849699399	0.0072793988511
526.853707415	0.00682029081509
528.857715431	0.00641641020775
530.861723447	0.00605932204053
532.865731463	0.00574219133705
534.869739479	0.00545942084864
536.873747495	0.00520639214665
538.877755511	0.00497926259413
540.881763527	0.00477480655536
542.885771543	0.00459030689672
544.889779559	0.00442345812917
546.893787575	0.00427229003981
548.897795591	0.00413511460647
550.901803607	0.004010473378
552.905811623	0.00389710953459
554.909819639	0.00379392551258
556.913827655	0.00369996461086
558.917835671	0.00361439283006
560.921843687	0.00353647535667
562.925851703	0.00346556655131
564.929859719	0.00340109411627
566.933867735	0.00334255513735
568.937875752	0.00328950351104
570.941883768	0.00324154086411
572.945891784	0.00319831492379
574.9498998	0.00315951369703
576.953907816	0.00312485755421
578.957915832	0.00309409783222
580.961923848	0.0030670161359
582.965931864	0.00304341432638
584.96993988	0.00302312034182
586.973947896	0.00300598121248
588.977955912	0.00299186143093
590.981963928	0.00298064318486
592.985971944	0.00297222635709
594.98997996	0.00296652154066
596.993987976	0.00296345562674
598.997995992	0.00296296714805
601.002004008	0.00296500883996
603.006012024	0.00296954228543
605.01002004	0.00297654280439
607.014028056	0.00298599549569
609.018036072	0.00299789872952
611.022044088	0.00301225902513
613.026052104	0.00302909710445
615.03006012	0.00304844370112
617.034068136	0.00307034095749
619.038076152	0.00309484614991
621.042084168	0.00312202633359
623.046092184	0.00315196602605
625.0501002	0.00318476231769
627.054108216	0.00322053069249
629.058116232	0.00325940363109
631.062124248	0.00330153340474
633.066132265	0.00334709556773
635.070140281	0.00339629035443
637.074148297	0.00344934500754
639.078156313	0.00350651913323
641.082164329	0.00356810749508
643.086172345	0.00363444769755
645.090180361	0.00370592484251
647.094188377	0.0037829792127
649.098196393	0.00386611558497
651.102204409	0.00395591650158
653.106212425	0.00405305298045
655.110220441	0.00415830826387
657.114228457	0.00427259132266
659.118236473	0.00439697131515
661.122244489	0.00453271111473
663.126252505	0.00468131061643
665.130260521	0.00484457146376
667.134268537	0.00502467202023
669.138276553	0.00522427260876
671.142284569	0.00544666871428
673.146292585	0.00569598283619
675.150300601	0.00597746344283
677.154308617	0.00629789428785
679.158316633	0.00666623469442
681.162324649	0.00709457043558
683.166332665	0.00759966531768
685.170340681	0.00820550043136
687.174348697	0.00894768349826
689.178356713	0.00988148525357
691.182364729	0.0110974311829
693.186372745	0.0127539485693
695.190380762	0.0151523249224
697.194388778	0.0189306214452
699.198396794	0.0256510172039
701.20240481	0.0400135219097
703.206412826	0.0812787860632
705.210420842	0.260814577341
707.214428858	0.33679869771
709.218436874	0.102709837258
711.22244489	0.0527096167207
713.226452906	0.0394566841424
715.230460922	0.0365588963032
717.234468938	0.0384639799595
719.238476954	0.0440546199679
721.24248497	0.053960070014
723.246492986	0.0704616308212
725.250501002	0.0989148244262
727.254509018	0.152553588152
729.258517034	0.270175546408
731.26252505	0.6024056077
733.266533066	1.99946582317
735.270541082	3.88490462303
737.274549098	1.0647752285
739.278557114	0.395734786987
741.28256513	0.200867772102
743.286573146	0.121515877545
745.290581162	0.0819903090596
747.294589178	0.0595917850733
749.298597194	0.0457220710814
751.30260521	0.0365636087954
753.306613226	0.0302162710577
755.310621242	0.0256493743509
757.314629259	0.0222650393844
759.318637275	0.019697310403
761.322645291	0.0177121385932
763.326653307	0.0161542110145
765.330661323	0.01491724886
767.334669339	0.013926576823
769.338677355	0.0131285227835
771.342685371	0.0124837290496
773.346693387	0.0119628664106
775.350701403	0.0115437284112
777.354709419	0.0112093091011
779.358717435	0.0109464405105
781.362725451	0.0107448333874
783.366733467	0.0105964038521
785.370741483	0.0104947714135
787.374749499	0.0104348920286
789.378757515	0.0104127889499
791.382765531	0.0104253403842
793.386773547	0.0104701472446
795.390781563	0.0105453822762
797.394789579	0.0106497360393
799.398797595	0.010782324709
801.402805611	0.0109426556155
803.406813627	0.0111305862665
805.410821643	0.0113463029265
807.414829659	0.0115903113037
809.418837675	0.0118634188548
811.422845691	0.01216675248
813.426853707	0.0125017529353
815.430861723	0.0128702120855
817.434869739	0.0132742775604
819.438877756	0.0137165142223
821.442885772	0.0141999199986
823.446893788	0.0147280115634
825.450901804	0.0153048727661
827.45490982	0.0159352589399
829.458917836	0.0166246853769
831.462925852	0.0173795744777
833.466933868	0.0182074196637
835.470941884	0.0191169623286
837.4749499	0.0201184730977
839.478957916	0.0212240349501
841.482965932	0.022447951138
843.486973948	0.0238072276115
845.490981964	0.0253221932799
847.49498998	0.0270173382014
849.498997996	0.0289223305881
851.503006012	0.0310734137893
853.507014028	0.0335152037442
855.511022044	0.036303140223
857.51503006	0.0395067892969
859.519038076	0.0432144328952
861.523046092	0.0475393868983
863.527054108	0.0526291057467
865.531062124	0.0586782991886
867.53507014	0.0659483447671
869.539078156	0.074796743691
871.543086172	0.0857228338718
873.547094188	0.099441125989
875.551102204	0.117003038526
877.55511022	0.140006557107
879.559118236	0.170976310968
881.563126253	0.214089766145
883.567134269	0.276663541794
885.571142285	0.372459620237
887.575150301	0.529862999916
889.579158317	0.815130770206
891.583166333	1.41238260269
893.587174349	2.98519277573
895.591182365	9.0173330307
897.595190381	26.3989391327
899.599198397	8.5716085434
901.603206413	2.88820528984
903.607214429	1.38223791122
905.611222445	0.80468994379
907.615230461	0.527573943138
909.619238477	0.374532580376
911.623246493	0.281603634357
913.627254509	0.221240654588
915.631262525	0.180041134357
917.635270541	0.150864392519
919.639278557	0.129631102085
921.643286573	0.113878943026
923.647294589	0.102055840194
925.651302605	0.0931492596865
927.655310621	0.0864817425609
929.659318637	0.0815927013755
931.663326653	0.0781677439809
933.667334669	0.0759954899549
935.671342685	0.0749409273267
937.675350701	0.0749291852117
939.679358717	0.075936935842
941.683366733	0.07798897475
943.687374749	0.0811597704887
945.691382766	0.0855802148581
947.695390782	0.0914502516389
949.699398798	0.0990600138903
951.703406814	0.108823567629
953.70741483	0.121331863105
955.711422846	0.137438610196
957.715430862	0.158401235938
959.719438878	0.186122745275
961.723446894	0.223582193255
963.72745491	0.275644749403
965.731462926	0.350681960583
967.735470942	0.464079648256
969.739478958	0.646609127522
971.743486974	0.967128872871
973.74749499	1.60572004318
975.751503006	3.15429377556
977.755511022	8.3604850769
979.759519038	31.0134124756
981.763527054	17.9681663513
983.76753507	5.27207040787
985.771543086	2.3075106144
987.775551102	1.27379631996
989.779559118	0.804879903793
991.783567134	0.554774641991
993.78757515	0.406194239855
995.791583166	0.310910433531
997.795591182	0.246224701405
999.799599198	0.200338199735
1001.80360721	0.166632592678
1003.80761523	0.141165137291
1005.81162325	0.121469579637
1007.81563126	0.105939894915
1009.81963928	0.0934942066669
1011.82364729	0.083382576704
1013.82765531	0.0750722661614
1015.83166333	0.0681767687201
1017.83567134	0.0624106787145
1019.83967936	0.0575601570308
1021.84368737	0.0534633770585
1023.84769539	0.0499974861741
1025.85170341	0.0470704995096
1027.85571142	0.0446178168058
1029.85971944	0.0426062233746
1031.86372745	0.0410588309169
1033.86773547	0.0401676259935
1035.87174349	0.0409510433674
1037.8757515	0.0488541349769
1039.87975952	0.0436917506158
1041.88376754	0.0377260260284
1043.88777555	0.0361963883042
1045.89178357	0.0357274487615
1047.89579158	0.0357434675097
1049.8997996	0.0361192375422
1051.90380762	0.0368399918079
1053.90781563	0.0379387438297
1055.91182365	0.0394882112741
1057.91583166	0.0416143685579
1059.91983968	0.0445339158177
1061.9238477	0.0486421175301
1063.92785571	0.0547341518104
1065.93186373	0.0646480768919
1067.93587174	0.0835562720895
1069.93987976	0.130901262164
1071.94388778	0.31425049901
1073.94789579	0.62310987711
1075.95190381	0.227513790131
1077.95591182	0.137302979827
1079.95991984	0.121443673968
1081.96392786	0.126643002033
1083.96793587	0.143495470285
1085.97194389	0.171759083867
1087.9759519	0.215661734343
1089.97995992	0.285205096006
1091.98396794	0.402831733227
1093.98797595	0.625597238541
1095.99198397	1.13580262661
1097.99599198	2.76860880852
1100.0	9.11276817322
